StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,eval-name,eval-site,eval-platform,button-discover,button-distinct,button-comments,shortcut-discover,shortcut-intuitive,shortcut-comments,text-discover,text-comprehend,text-comments,safety-discover,safety-comments
2022-08-29 06:40:38,2022-08-29 06:40:47,IP Address,100,8,True,2022-08-29 06:40:47,R_3ME83kPDVeNahrO,anonymous,EN,Kieron Ivy,https://www.vfmn.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 06:46:47,2022-08-29 06:46:53,IP Address,100,6,True,2022-08-29 06:46:53,R_2U9r2pmx4ouK6Yv,anonymous,EN,Kieron Ivy,https://www.susanwicklundfund.org/,Desktop,Somewhat agree,Strongly agree,,,,,,,,,
2022-08-29 06:47:41,2022-08-29 06:47:50,IP Address,100,8,True,2022-08-29 06:47:50,R_3hhYh9J9rZFIkPJ,anonymous,EN,Kieron Ivy,https://www.ourwatch.org.au/,Desktop,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 06:48:04,2022-08-29 06:51:34,IP Address,100,209,True,2022-08-29 06:51:34,R_3k0PgT1bl2MXsqy,anonymous,EN,Kieron Ivy,https://midwestaccesscoalition.org/,Desktop,Somewhat agree,Somewhat agree,,,,,,,,,
2022-08-29 06:51:48,2022-08-29 06:52:04,IP Address,100,15,True,2022-08-29 06:52:04,R_1gunqUCnJd5GgNm,anonymous,EN,Kieron Ivy,https://www.cumbria.police.uk/,Desktop,Strongly agree,Strongly agree,had to click through cookie notices before exiting,,,,,,,,
2022-08-29 06:52:18,2022-08-29 06:52:44,IP Address,100,25,True,2022-08-29 06:52:44,R_2Va0OZxypMQTDLi,anonymous,EN,Kieron Ivy,https://www.ourjustice.net/,Desktop,Somewhat agree,Somewhat agree,,,,,,,,,
2022-08-29 06:53:05,2022-08-29 06:53:38,IP Address,100,33,True,2022-08-29 06:53:38,R_31tS7daD49zqRA0,anonymous,EN,Kieron Ivy,https://pwcprograms.com/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 06:53:55,2022-08-29 06:54:04,IP Address,100,8,True,2022-08-29 06:54:04,R_1ZXjYYh4KkgpXCF,anonymous,EN,Kieron Ivy,https://www.emhaws.org.au/,Desktop,Somewhat agree,Strongly disagree,,,,,,,,,
2022-08-29 06:54:34,2022-08-29 06:55:11,IP Address,100,37,True,2022-08-29 06:55:12,R_pyhnHu0RStWqZ9L,anonymous,EN,Kieron Ivy,https://saskatoonintervalhouse.org/,Desktop,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 06:55:29,2022-08-29 06:55:40,IP Address,100,10,True,2022-08-29 06:55:40,R_3F4jKvOICUzY2f3,anonymous,EN,Kieron Ivy,https://www.victimsservices.justice.nsw.gov.au/,Desktop,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,
2022-08-29 06:55:53,2022-08-29 06:57:57,IP Address,100,123,True,2022-08-29 06:57:57,R_2ebdeZ9szcsqvyG,anonymous,EN,Kieron Ivy,https://thedragonflycentre.com/,Desktop,Strongly agree,Strongly agree,"two exit buttons, both very easy to spot",,,,,,,,
2022-08-29 06:58:10,2022-08-29 06:58:17,IP Address,100,7,True,2022-08-29 06:58:17,R_3a5SFQf56fRW7UR,anonymous,EN,Kieron Ivy,https://aidejeu.ca/en/,Desktop,Somewhat agree,Somewhat agree,,,,,,,,,
2022-08-29 06:58:28,2022-08-29 06:59:26,IP Address,100,57,True,2022-08-29 06:59:26,R_2ck1JE2asR4Uuac,anonymous,EN,Kieron Ivy,https://www.vermontaccess.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 06:59:49,2022-08-29 06:59:55,IP Address,100,5,True,2022-08-29 06:59:55,R_1duJp3FcJedQ6rH,anonymous,EN,Kieron Ivy,https://www.stopitnow.org/,Desktop,Somewhat disagree,Strongly disagree,,,,,,,,,
2022-08-29 07:00:10,2022-08-29 07:00:57,IP Address,100,47,True,2022-08-29 07:00:57,R_29jkafqYIU4ySgh,anonymous,EN,Kieron Ivy,https://www.iwss.org.au/,Desktop,Somewhat agree,Strongly agree,,,,,,,,,
2022-08-29 07:01:12,2022-08-29 07:01:18,IP Address,100,5,True,2022-08-29 07:01:18,R_3kFgcE3Rvyy9RHK,anonymous,EN,Kieron Ivy,https://accessrj.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:01:28,2022-08-29 07:01:36,IP Address,100,7,True,2022-08-29 07:01:36,R_qVhG0KxeIxXZHd7,anonymous,EN,Kieron Ivy,https://victims.ca.gov/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:01:53,2022-08-29 07:01:58,IP Address,100,4,True,2022-08-29 07:01:58,R_UtefZOjKTv8QwSJ,anonymous,EN,Kieron Ivy,https://www.police.tas.gov.au/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:02:08,2022-08-29 07:02:16,IP Address,100,8,True,2022-08-29 07:02:16,R_rqhPL4SvfDPtNgR,anonymous,EN,Kieron Ivy,https://www.cambs.police.uk/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:02:51,2022-08-29 07:03:10,IP Address,100,18,True,2022-08-29 07:03:10,R_2PdjFya6xJ2Lqjz,anonymous,EN,Kieron Ivy,https://womenssafetyservices.com.au/,Desktop,Strongly agree,Strongly agree,,,,,,,,Somewhat disagree,"had to find in menu, clicked wrong page initially"
2022-08-29 07:03:30,2022-08-29 07:03:38,IP Address,100,8,True,2022-08-29 07:03:38,R_2yro1nxmZL8532Z,anonymous,EN,Kieron Ivy,https://www.victimsofcrime.vic.gov.au/,Desktop,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 07:03:52,2022-08-29 07:03:58,IP Address,100,6,True,2022-08-29 07:03:59,R_28AtEb5843pI1hg,anonymous,EN,Kieron Ivy,https://www.police.vic.gov.au/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:04:17,2022-08-29 07:04:29,IP Address,100,11,True,2022-08-29 07:04:29,R_RV1PovVIed9Px0B,anonymous,EN,Kieron Ivy,https://www.justice.tas.gov.au/victims,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:04:40,2022-08-29 07:04:47,IP Address,100,6,True,2022-08-29 07:04:47,R_1IY5Lbm2YzvM3iL,anonymous,EN,Kieron Ivy,https://www.plancpills.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:05:07,2022-08-29 07:05:12,IP Address,100,5,True,2022-08-29 07:05:13,R_3JIQAI7OFzB0LuR,anonymous,EN,Kieron Ivy,https://arfwm.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,Strongly agree,
2022-08-29 07:05:34,2022-08-29 07:05:43,IP Address,100,9,True,2022-08-29 07:05:43,R_a9MXFa9Cd5kqdOx,anonymous,EN,Kieron Ivy,https://www.thehotline.org/,Desktop,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,,
2022-08-29 07:06:06,2022-08-29 07:06:34,IP Address,100,28,True,2022-08-29 07:06:35,R_1jp2Ea5mav9DIvG,anonymous,EN,Kieron Ivy,https://www.jarrahhouse.com.au/,Desktop,Strongly agree,Strongly agree,loads before rest of page making location very clear,,,,Neither agree nor disagree,Strongly agree,,,
2022-08-29 07:06:48,2022-08-29 07:06:58,IP Address,100,9,True,2022-08-29 07:06:58,R_1j9vrqBzL1YvUPG,anonymous,EN,Kieron Ivy,https://victimserviceskingston.ca/,Desktop,Somewhat agree,Strongly agree,,,,,,,,,
2022-08-29 07:07:13,2022-08-29 07:07:20,IP Address,100,7,True,2022-08-29 07:07:21,R_2xLS3CaL1hAHcAT,anonymous,EN,Kieron Ivy,https://www.calgaryoutlink.ca/,Desktop,Somewhat agree,Somewhat disagree,,,,,,,,,
2022-08-29 07:07:35,2022-08-29 07:07:43,IP Address,100,8,True,2022-08-29 07:07:43,R_UmRO1BOACZ79npf,anonymous,EN,Kieron Ivy,https://www.victimsupport.ca/,Desktop,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 07:07:55,2022-08-29 07:08:03,IP Address,100,8,True,2022-08-29 07:08:03,R_5ASEl8zeyrpxPxf,anonymous,EN,Kieron Ivy,https://pathssk.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:08:17,2022-08-29 07:08:22,IP Address,100,5,True,2022-08-29 07:08:22,R_XZc2bpiODuabCnf,anonymous,EN,Kieron Ivy,https://www.victimservices-york.org/,Desktop,Somewhat agree,Strongly disagree,,,,,,,,,
2022-08-29 07:08:33,2022-08-29 07:08:41,IP Address,100,8,True,2022-08-29 07:08:44,R_2rDtOzdE7gVaFIN,anonymous,EN,Kieron Ivy,https://seniorsrights.org.au/,Desktop,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 07:08:58,2022-08-29 07:09:06,IP Address,100,7,True,2022-08-29 07:09:06,R_1hSiET02iXnplWs,anonymous,EN,Kieron Ivy,https://www.speakout.dcj.nsw.gov.au/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 07:09:32,2022-08-29 07:09:37,IP Address,100,5,True,2022-08-29 07:09:37,R_1OYVgEe0eTgSorE,anonymous,EN,Kieron Ivy,https://www.nexusprimaryhealth.org.au/,Desktop,Somewhat agree,Somewhat agree,,,,,,,,,
2022-08-29 07:09:54,2022-08-29 07:10:00,IP Address,100,6,True,2022-08-29 07:10:01,R_22DNOoXAwkcd3uQ,anonymous,EN,Kieron Ivy,https://fullstop.org.au/,Desktop,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,,,,,
2022-08-29 07:10:23,2022-08-29 07:10:30,IP Address,100,6,True,2022-08-29 07:10:30,R_WBSifd0XT5wHZu1,anonymous,EN,Kieron Ivy,https://novabucks.org/,Desktop,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 07:10:48,2022-08-29 07:10:56,IP Address,100,8,True,2022-08-29 07:10:56,R_z23fwvMssZrx1yV,anonymous,EN,Kieron Ivy,https://avaloncentre.ca/,Desktop,Neither agree nor disagree,Strongly disagree,,,,,,,,,
2022-08-29 07:11:18,2022-08-29 07:11:40,IP Address,100,22,True,2022-08-29 07:11:41,R_cOMMP3vVQrz2QuJ,anonymous,EN,Kieron Ivy,https://wwild.org.au/,Desktop,Neither agree nor disagree,Strongly disagree,"""quick exit"" text almost same colour as button, hard to realise it's the exit button",,,,,,,,
2022-08-29 07:11:58,2022-08-29 07:12:02,IP Address,100,4,True,2022-08-29 07:12:03,R_3s6zTWP4GpozLqF,anonymous,EN,Kieron Ivy,https://domesticpeace.ca/,Desktop,Somewhat agree,Somewhat agree,,,,,,,,,
2022-08-29 07:12:18,2022-08-29 07:12:25,IP Address,100,7,True,2022-08-29 07:12:25,R_2CDQbKHLnQ4b4bY,anonymous,EN,Kieron Ivy,https://dupontclinic.com/,Desktop,Somewhat agree,Somewhat agree,,,,,,,,,
2022-08-29 07:12:33,2022-08-29 07:12:41,IP Address,100,7,True,2022-08-29 07:12:41,R_3qIGvSxvj2C64qz,anonymous,EN,Kieron Ivy,https://www.nationalcrimeagency.gov.uk/,Desktop,Somewhat agree,Strongly agree,,,,,,,,,
2022-08-29 07:12:59,2022-08-29 07:13:08,IP Address,100,9,True,2022-08-29 07:13:08,R_QaXFjCT2hb4dmil,anonymous,EN,Kieron Ivy,https://endingviolence.org/,Desktop,Strongly agree,Somewhat agree,,,,,,,,Strongly agree,
2022-08-29 07:13:24,2022-08-29 07:13:33,IP Address,100,8,True,2022-08-29 07:13:33,R_3qsyBCmhsZGXP3C,anonymous,EN,Kieron Ivy,https://endrapeoncampus.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 08:30:26,2022-08-29 08:30:53,IP Address,100,26,True,2022-08-29 08:30:53,R_2rHFxU4pVq5Zzdl,anonymous,EN,Kieron Ivy,https://www.droghedarefuge.org/,Mobile,Neither agree nor disagree,Neither agree nor disagree,very small on mobile,,,,,,,Somewhat agree,very small on mobile
2022-08-29 08:31:09,2022-08-29 08:31:24,IP Address,100,14,True,2022-08-29 08:31:25,R_ZabDyM5G8w5a4a5,anonymous,EN,Kieron Ivy,https://gov.wales/live-fear-free,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 08:31:38,2022-08-29 08:31:47,IP Address,100,9,True,2022-08-29 08:31:48,R_2ePvmayGDLkKN75,anonymous,EN,Kieron Ivy,https://www.peelpolice.ca/en/index.aspx,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 08:31:59,2022-08-29 08:32:12,IP Address,100,12,True,2022-08-29 08:32:12,R_2SAlyoRg6vu3Rz1,anonymous,EN,Kieron Ivy,https://acws.ca/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 08:32:28,2022-08-29 08:32:50,IP Address,100,22,True,2022-08-29 08:32:51,R_111qlPkbeVBvHn7,anonymous,EN,Kieron Ivy,https://man2man.ie/,Mobile,Somewhat agree,Strongly agree,,,,,,,,,
2022-08-29 08:34:12,2022-08-29 08:34:24,IP Address,100,11,True,2022-08-29 08:34:24,R_2fs9NkHKZPoYLti,anonymous,EN,Kieron Ivy,https://www.vermontaccess.org/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 08:34:37,2022-08-29 08:34:51,IP Address,100,14,True,2022-08-29 08:34:51,R_26nbGoFu3UiL2f8,anonymous,EN,Kieron Ivy,https://www.mariestopes.ie/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 09:57:49,2022-08-29 09:58:01,IP Address,100,12,True,2022-08-29 09:58:01,R_bKG5TiYAqJYHAf7,anonymous,EN,Kieron Ivy,https://www.saferwales.com/about-us,Mobile,Somewhat agree,Neither agree nor disagree,,,,,,,,,
2022-08-29 09:58:53,2022-08-29 09:59:20,IP Address,100,27,True,2022-08-29 09:59:24,R_2uHRn3T1kK3oLlo,anonymous,EN,Kieron Ivy,https://www.ywca.org/,Mobile,Strongly disagree,Strongly disagree,had to open menu and scroll down page to find button,,,,Strongly disagree,Neither agree nor disagree,,,
2022-08-29 09:59:35,2022-08-29 09:59:45,IP Address,100,10,True,2022-08-29 09:59:45,R_1dbqVI3mGYaAPfZ,anonymous,EN,Kieron Ivy,https://frg.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 09:59:59,2022-08-29 10:00:07,IP Address,100,8,True,2022-08-29 10:00:07,R_1MKSjRddt2rsEVz,anonymous,EN,Kieron Ivy,https://www.trynova.org/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 10:00:31,2022-08-29 10:00:39,IP Address,100,7,True,2022-08-29 10:00:39,R_2SDed5tWPmtDqCw,anonymous,EN,Kieron Ivy,https://www.saferplaces.co.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,Strongly agree,
2022-08-29 10:00:56,2022-08-29 10:01:12,IP Address,100,16,True,2022-08-29 10:01:12,R_1eKVIuJgsjgFl8Y,anonymous,EN,Kieron Ivy,https://www.atask.org/site/,Mobile,Somewhat agree,Somewhat disagree,very small on mobile,,,,,,,,
2022-08-29 10:01:26,2022-08-29 10:01:34,IP Address,100,7,True,2022-08-29 10:01:34,R_12rl5BCXuV6uvVK,anonymous,EN,Kieron Ivy,https://www.derbyshire.police.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 10:01:43,2022-08-29 10:01:51,IP Address,100,7,True,2022-08-29 10:01:52,R_8vUVBqP9zdTLevL,anonymous,EN,Kieron Ivy,https://www.nationalcrimeagency.gov.uk/,Mobile,Somewhat agree,Somewhat agree,,,,,,,,,
2022-08-29 10:02:03,2022-08-29 10:02:12,IP Address,100,8,True,2022-08-29 10:02:12,R_3oLnUcdgEGummO1,anonymous,EN,Kieron Ivy,https://midwestaccesscoalition.org/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 10:02:29,2022-08-29 10:02:42,IP Address,100,13,True,2022-08-29 10:02:43,R_3O3cJ9QfweGt9SE,anonymous,EN,Kieron Ivy,https://endingviolence.org/,Mobile,Strongly agree,Somewhat agree,,,,,,,,Strongly agree,
2022-08-29 10:02:58,2022-08-29 10:03:09,IP Address,100,11,True,2022-08-29 10:03:09,R_22JoyxomLWaCoZS,anonymous,EN,Kieron Ivy,https://www.wire.org.au/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 10:03:20,2022-08-29 10:03:27,IP Address,100,7,True,2022-08-29 10:03:28,R_3PtNrKsDaEQ49vz,anonymous,EN,Kieron Ivy,https://www.lawc.on.ca/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 10:03:39,2022-08-29 10:03:53,IP Address,100,13,True,2022-08-29 10:03:53,R_3MofhV5vhnT6eb0,anonymous,EN,Kieron Ivy,https://www.bsarcs.org.uk/,Mobile,Somewhat agree,Strongly agree,initially hidden by cookie notice,,,,,,,,
2022-08-29 10:04:13,2022-08-29 10:04:31,IP Address,100,17,True,2022-08-29 10:04:31,R_2y3Cg48VprigZQr,anonymous,EN,Kieron Ivy,https://www.stopitnow.org/,Mobile,Strongly disagree,Strongly disagree,in menu and have to scroll all the way to the bottom,,,,,,,,
2022-08-29 12:36:32,2022-08-29 12:36:42,IP Address,100,9,True,2022-08-29 12:36:42,R_3rGoo24VsExdDbM,anonymous,EN,Kieron Ivy,https://www.westcorkwomensproject.ie/,Mobile,Strongly agree,Strongly agree,,,,,,,,Somewhat agree,
2022-08-29 12:37:01,2022-08-29 12:37:09,IP Address,100,7,True,2022-08-29 12:37:09,R_3JLha1fE8HzcTrQ,anonymous,EN,Kieron Ivy,http://mbaddictionhelp.ca/,Mobile,Somewhat agree,Somewhat agree,,,,,,,,,
2022-08-29 12:37:25,2022-08-29 12:37:35,IP Address,100,9,True,2022-08-29 12:37:35,R_SHJTIX7WccAucmJ,anonymous,EN,Kieron Ivy,https://safeandequal.org.au/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 12:37:43,2022-08-29 12:37:52,IP Address,100,8,True,2022-08-29 12:37:52,R_3ncphh6lGpnACuU,anonymous,EN,Kieron Ivy,https://www.police.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 12:38:01,2022-08-29 12:38:11,IP Address,100,9,True,2022-08-29 12:38:11,R_2ALK5ooBsLQ1peE,anonymous,EN,Kieron Ivy,https://mncasa.org/,Mobile,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 12:38:27,2022-08-29 12:42:13,IP Address,100,226,True,2022-08-29 12:42:13,R_1Gw6M8WdcMAWqxv,anonymous,EN,Kieron Ivy,https://msau-mdvs.org.au/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 12:42:28,2022-08-29 12:42:42,IP Address,100,14,True,2022-08-29 12:42:43,R_2zPbneKJZpOjEvr,anonymous,EN,Kieron Ivy,https://www.emhaws.org.au/,Mobile,Somewhat agree,Somewhat disagree,,,,,,,,,
2022-08-29 12:43:04,2022-08-29 12:43:15,IP Address,100,10,True,2022-08-29 12:43:15,R_1CqJwiXB11pWUHK,anonymous,EN,Kieron Ivy,https://saskatoonintervalhouse.org/,Mobile,Neither agree nor disagree,Somewhat disagree,,,,,,,,,
2022-08-29 12:43:26,2022-08-29 12:43:36,IP Address,100,10,True,2022-08-29 12:43:36,R_31Qr34mWPkS5AXr,anonymous,EN,Kieron Ivy,https://www.gwent.police.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 12:44:03,2022-08-29 12:44:49,IP Address,100,46,True,2022-08-29 12:44:49,R_22P41JEDlkFd4cS,anonymous,EN,Kieron Ivy,https://bcsth.ca/,Mobile,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,
2022-08-29 12:45:13,2022-08-29 12:45:23,IP Address,100,10,True,2022-08-29 12:45:24,R_33vV709paxwCYBh,anonymous,EN,Kieron Ivy,https://bravehearts.org.au/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 12:45:33,2022-08-29 12:45:44,IP Address,100,11,True,2022-08-29 12:45:45,R_2TXEJhFcdxb49kA,anonymous,EN,Kieron Ivy,https://www.donegalrapecrisis.ie/,Mobile,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 12:45:56,2022-08-29 12:46:07,IP Address,100,11,True,2022-08-29 12:46:08,R_2qpUTvxtCT9GDaC,anonymous,EN,Kieron Ivy,https://www.legalmomentum.org/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 12:46:34,2022-08-29 12:50:26,IP Address,100,232,True,2022-08-29 12:50:27,R_1myZDHmRDPW3M6I,anonymous,EN,Kieron Ivy,https://www.the-shores.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,Strongly agree,
2022-08-29 12:50:55,2022-08-29 12:51:20,IP Address,100,25,True,2022-08-29 12:51:20,R_233M5B5ZeclaUdN,anonymous,EN,Kieron Ivy,https://www.nellies.org/,Mobile,Somewhat agree,Somewhat agree,very small on mobile,,,,,,,,
2022-08-29 12:51:40,2022-08-29 12:52:24,IP Address,100,44,True,2022-08-29 12:52:25,R_3GlfgYf840N3yeS,anonymous,EN,Kieron Ivy,https://dvcs.org.au/,Mobile,Strongly agree,Somewhat disagree,,,,,,,,,
2022-08-29 12:52:44,2022-08-29 12:52:51,IP Address,100,7,True,2022-08-29 12:52:51,R_1LqHlw1ZFxsIpoE,anonymous,EN,Kieron Ivy,https://sacbrant.ca/,Mobile,Somewhat agree,Somewhat disagree,,,,,,,,,
2022-08-29 12:53:06,2022-08-29 12:53:33,IP Address,100,27,True,2022-08-29 12:53:33,R_cGU5HzXfL0fhdrr,anonymous,EN,Kieron Ivy,https://thorneharbour.org/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 12:53:45,2022-08-29 12:54:30,IP Address,100,44,True,2022-08-29 12:54:30,R_SK6qMIVzmZy1Gmd,anonymous,EN,Kieron Ivy,https://womanstrust.org.uk/,Mobile,Strongly agree,Strongly disagree,very clear in first load popup but can't find it afterwards,,,,Strongly agree,Strongly agree,,,
2022-08-29 12:55:43,2022-08-29 12:55:50,IP Address,100,6,True,2022-08-29 12:55:50,R_BM6E37ymCBXuXF7,anonymous,EN,Kieron Ivy,https://www.dorset.police.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 16:11:30,2022-08-29 16:11:38,IP Address,100,8,True,2022-08-29 16:11:38,R_8H46tRzWCpALexz,anonymous,EN,Kieron Ivy,https://junowomensaid.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 16:11:51,2022-08-29 16:12:03,IP Address,100,11,True,2022-08-29 16:12:03,R_2VfIdOXmkIy2Fe6,anonymous,EN,Kieron Ivy,https://pwcprograms.com/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 16:12:19,2022-08-29 16:12:25,IP Address,100,6,True,2022-08-29 16:12:25,R_Ryk0URBQPVBq5lT,anonymous,EN,Kieron Ivy,https://outhouse.ie/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 16:12:39,2022-08-29 16:12:49,IP Address,100,9,True,2022-08-29 16:12:49,R_eKUvH1dy4uu4IQV,anonymous,EN,Kieron Ivy,https://aidejeu.ca/en/,Mobile,Somewhat agree,Neither agree nor disagree,,,,,,,,,
2022-08-29 16:13:07,2022-08-29 16:13:24,IP Address,100,17,True,2022-08-29 16:13:25,R_1rwPPSTYNBWHYmM,anonymous,EN,Kieron Ivy,https://www.healthforteens.co.uk/,Mobile,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 16:13:35,2022-08-29 16:13:43,IP Address,100,7,True,2022-08-29 16:13:43,R_3haNxkkO3XbbDeF,anonymous,EN,Kieron Ivy,https://sdvs.ie/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 16:17:28,2022-08-29 16:17:40,IP Address,100,12,True,2022-08-29 16:17:40,R_2V9klq5JsKDRgsM,anonymous,EN,Kieron Ivy,https://blueskycentre.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,Strongly agree,
2022-08-29 16:17:57,2022-08-29 16:18:07,IP Address,100,9,True,2022-08-29 16:18:07,R_pbZaUgAD6IJbT2N,anonymous,EN,Kieron Ivy,http://www.tnlr.org/en/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 16:18:31,2022-08-29 16:18:43,IP Address,100,11,True,2022-08-29 16:18:43,R_2QMVuM3SFca6ly0,anonymous,EN,Kieron Ivy,https://nationalgenderserviceireland.com/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-08-29 16:19:07,2022-08-29 16:19:28,IP Address,100,21,True,2022-08-29 16:19:28,R_RJ3OmYfygtFApdD,anonymous,EN,Kieron Ivy,https://www.mwnhelpline.co.uk/,Mobile,Strongly agree,Strongly agree,initially hidden by cookie notice,,,,,,,Somewhat disagree,
2022-08-29 16:19:49,2022-08-29 16:19:58,IP Address,100,9,True,2022-08-29 16:19:58,R_3rGk2G9qL8f4zWZ,anonymous,EN,Kieron Ivy,https://www.susanwicklundfund.org/,Mobile,Strongly agree,Somewhat agree,,,,,,,,,
2022-08-29 16:20:14,2022-08-29 16:21:08,IP Address,100,53,True,2022-08-29 16:21:08,R_2afX3t80yA2ytay,anonymous,EN,Kieron Ivy,http://www.nationalcenterdvtraumamh.org/,Mobile,Somewhat agree,Neither agree nor disagree,very small on mobile,,,,,,,,
2022-08-29 16:21:37,2022-08-29 16:22:16,IP Address,100,39,True,2022-08-29 16:22:16,R_3hlNJte4h8UsxMv,anonymous,EN,Kieron Ivy,https://endingviolencecanada.org/,Mobile,Somewhat agree,Somewhat disagree,,,,,,,,,
2022-08-29 16:29:43,2022-08-29 16:29:52,IP Address,100,9,True,2022-08-29 16:29:52,R_6KfmN51YDOPlN2V,anonymous,EN,Kieron Ivy,https://www.womenstransitionhome.ca/,Mobile,Somewhat agree,Neither agree nor disagree,,,,,,,,,
2022-08-29 16:30:28,2022-08-29 16:39:25,IP Address,100,536,True,2022-08-29 16:39:25,R_w5do9kYric1yumR,anonymous,EN,Kieron Ivy,https://www.actioncanadashr.org/,Mobile,Somewhat agree,Somewhat disagree,,,,,,,,,
2022-08-30 04:31:06,2022-08-30 04:33:12,IP Address,100,126,True,2022-08-30 04:33:13,R_32424zzpHQC8eIF,anonymous,EN,Alice,https://man2man.ie/,Desktop,Strongly disagree,Strongly disagree,"The button is a X on the page, need to hover over it to see that it is an exit button. ",,,,,,,,
2022-08-30 04:34:43,2022-08-30 04:36:23,IP Address,100,100,True,2022-08-30 04:36:23,R_sALhtsvgG7Inbnr,anonymous,EN,Alice,https://www.thehotline.org/,Desktop,Strongly agree,Somewhat disagree,"Had to click past a banner about the exit button before being able to use it. ",Strongly agree,Somewhat disagree,Had to click escape twice.,Somewhat agree,Strongly agree,"The text is only available as a banner when you first visit the site, it does not remain once clicked away. ",,
2022-08-30 04:37:09,2022-08-30 04:37:17,IP Address,100,8,True,2022-08-30 04:37:18,R_5nz6f6OpGR7rgOJ,anonymous,EN,Alice,https://www.mariestopes.ie/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-30 04:37:35,2022-08-30 04:37:47,IP Address,100,12,True,2022-08-30 04:37:47,R_2rkkOOmgqJxdYgS,anonymous,EN,Alice,https://www.womensaidni.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-08-30 04:38:02,2022-08-30 04:38:10,IP Address,100,8,True,2022-08-30 04:38:11,R_qLcTE7iiTz5zNFT,anonymous,EN,Alice,https://www.northants.police.uk/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
